-87 -67 -85 -77 -86
-86 -61 -85 -72 -84
-83 -76 -87 -71 -83
-84 -76 -85 -68 -87
-86 -76 -84 -77 -81
-87 -64 -91 -79 -85
-80 -57 -91 -80 -80
-80 -58 -91 -80 -79
-86 -64 -90 -78 -85
-88 -66 -91 -74 -85
-84 -89 0 -92 -60
-83 -91 0 -92 -52
-83 -88 0 -97 -59
-81 -88 0 -96 -56
-85 -88 0 -93 -58
-75 -90 0 -94 -69
-79 -90 0 -91 -80
-82 -93 0 -94 -69
-78 -91 0 -92 -63
-84 -91 0 -98 -80
